Program ID,Source Filename,Screen Shot,Description,Last Update,Version,Author,Lines,Subroutines,Challenge
FWD807-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCube02.sb,,Draw Cube,2013-08-03,0.2,Nonki Takahshi,360,Conv3Dto2D DrawCube Color_NameToRGB Color_HSLtoRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid01Bldg.sb,,Draw Cuboid,,0.1,Nonki Takahashi,463,CalcColors DrawCuboid DrawVoxel Init Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid02Bldg.sb,,Draw Cuboid,,0.2,Nonki Takahashi,694,CalcColors CalcVertex DrawCuboid DrawVoxel Init Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid03City.sb,,Draw Cuboid,,0.31,Nonki Takahashi,729,Init Car Building Person Train CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-3,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid04SBCube.sb,,Draw Cuboid,,0.4,Nonki Takahashi,617,Init CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid05Pyramid.sb,,Draw Cuboid,,0.5,Nonki Takahashi,629,Init CalcColors CalcVertex DrawCuboid DrawPyramid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-4,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid06Stairs.sb,,Draw Cuboid,,0.6,Nonki Takahashi,674,Init CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-5,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid07Triangle.sb,,Draw Cuboid,,0.7,Nonki Takahashi,675,Init CalcColors CalcVertex DrawCuboid DrawHalfVoxel DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid081Color.sb,,Color Cube,,0.81,Nonki Takahashi,674,Init DrawColorCube CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_Blacken Color_Whiten Color_ColorToRGB Color_NameToColor Color_Value Color_ColortoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid082Color.sb,,Color Cube,,0.82,Nonki Takahashi,692,Init DrawColorCube CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_Blacken Color_Whiten Color_ColorToRGB Color_NameToColor Color_Value Color_ColortoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-6,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid08Color.sb,,Draw Cuboid,,0.8,Nonki Takahashi,655,Init CalcColors CalcVertex DrawColorCube DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-7,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid09Color.sb,,Draw Cuboid,,0.9,Nonki Takahashi,658,Init CalcColors CalcVertex DrawColorCube DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-8,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid10Jupitor.sb,,Jupiter,,0.1,Nonki Takahashi,691,Init CalcColors CalcVertex DrawRingOnXY DrawStars DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
QRC070-9,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid11.sb,,Draw Cuboid,,1.1,Nonki Takahashi,715,Init CalcColors CalcVertex DrawPendagon DrawStars DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
DJV974,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid12Face.sb,,3-D Face Sample,,1.2,Nonki Takahashi,660,Init DrawFace CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid13NotePC.sb,,3-D Note PC,,1.3,Nonki Takahashi,662,Init DrawNotePC CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid14Chick.sb,,3-D Chick,,1.4,Nonki Takahashi,698,Init DrawChick CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid15Shoji.sb,,3-D Shoji (Paper Door),,1.5,Nonki Takahashi,756,Init DrawShoji CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_Blacken Color_Whiten Color_ColorToRGB Color_NameToColor Color_Value Color_ColortoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
PXM577,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid161Family.sb,,3-D Family,,1.61,Nonki Takahashi,836,Init InitHen InitChick DrawBlock CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_Blacken Color_Whiten Color_ColorToRGB Color_NameToColor Color_Value Color_ColortoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid16Hen.sb,,3-D Hen,,1.6,Nonki Takahashi,768,Init DrawBlock CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_Blacken Color_Whiten Color_ColorToRGB Color_NameToColor Color_Value Color_ColortoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
PXM577,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCuboid17Family2.sb,,3-D Family 2,,1.7,Nonki Takahashi,836,Init InitSpotBilledDuck InitChick DrawBlock CalcColors CalcVertex DrawCuboid DrawVoxel Map2D Color_HSLtoRGB Color_Blacken Color_Whiten Color_ColorToRGB Color_NameToColor Color_Value Color_ColortoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawCurve02.sb,,Draw Dragon,2017-04-18,0.2,Nonki Takahashi,385,Cubic Form DrawGrid CalcSize DrawCubicBezier GetPoint GetPoints OnMouseDown ShowInstruction DrawCross DrawCircle Color_PercentToRGB Color_ColorToRGB Colors_Init Math_Hex2Dec,
KWD991-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawDice.sb,,3-D Dice,2016-09-03,0.2,Nonki Takahashi,198,Init OnKeyDown DrawDice FillTriangle Mapping,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawEggCurve.sb,,Draw Egg Curve,,,Nonki Takahashi,44,,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawFace.sb,,,,,,16,,
GXB625,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawFaces.sb,,Emoticons,,,,52,Init,
LRJ038,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawFish.sb,,Fish,,0.1,Nonki Takahashi,120,Init DrawGrid DrawTriangle DrawLine DrawEllipse,
FMT726,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawFrog.sb,,Frog,,0.1,Nonki Takahashi,69,DrawLine DrawEllipse,
FMT726-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawFrog02.sb,,Frog,,0.2,Nonki Takahashi,74,DrawLine DrawEllipse,
FKC951,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawGingkoLeaf.sb,,Draw Ginkgo Leaf,,,Nonki Takahashi,45,Init,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawKanji.sb,,Draw Kanji,2016-11-28,0.1a,Nonki Takahashi,69,Init DrawKanji DrawLeaf,
DBD871,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawKumiko.sb,,Draw Kumiko,2017-03-15,0.1,Nonki Takahashi,55,DrawAsanoha DrawDiamond,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawLeaf.sb,,Draw Leaf,,,Nonki Takahashi,22,Init,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawPeafowl.sb,,Draw Peafowl,,,,112,Init DrawFeather DrawEyeSpot,
JLP150,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawQuilt.sb,,Draw Quilt,,0.1,Nonki Takahashi,28,DrawPattern100,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawRapeseed.sb,,Rapeseed,,,Nonki Takahashi,71,Init DrawRapeSeed DrawFlower,
JMN410,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawRoundRect.sb,,Draw and Fill Round Rectangle,,,Nonki Takahashi,94,DrawRoundRectangle FillRoundRectangle DrawArc FillQuadrangle,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawSelestialSphere.sb,,Draw the celestial sphere,,0.1,Nonki Takahshi,52,DrawRA DrawDE,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawSelestialSphere02.sb,,Draw the celestial sphere,,0.21,Nonki Takahshi,129,Init OnKeyDown DrawRA DrawDec DrawLine Mapping,
HFX623-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawSelestialSphere03.sb,,Draw the celestial sphere,,0.3,Nonki Takahshi,129,Init OnKeyDown DrawRA DrawDec DrawLine Mapping,
LBX119,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawSmile.sb,,Draw Smile,,0.2,Nonki Takahashi,77,DrawArc DrawGrid,
PRL427-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawSponge.sb,,Menger Sponge,,0.11,Nonki Takahashi,716,Init CalcColors CalcVertex DrawSponge DrawVoxel Map2D Color_HSLtoRGB Color_NameToRGB Color_Value Color_RGBtoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
PRL427-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawSponge02.sb,,Menger Sponge,2016-09-24,0.2,Nonki Takahashi,432,CalcColors CalcVertex DrawSponge DrawVoxel Init Map2D PopValues PushValues StackCube Color_Blacken Color_ColorToRGB Color_NameToColor Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawSuperEllipse.sb,,Draw Super Ellipse,,,Nonki Takahashi,71,DrawSuperEllipse,
NHB574,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawTartan.sb,,Draw Tartan,2017-03-15,0.1,Nonki Takahashi,41,DrawTartan,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawTatami.sb,,Draw Tatami,2016-08-11,0.1,Nonki Takahashi,157,Init DrawTatami,
XPF900,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawText.sb,,Draw Text / Draw Round Text,2016-07-31,0.2,Nonki Takahashi,124,Init DrawCube DrawText DrawRoundText,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\DrawTrapizoid.sb,,Mountain - Fill Trapezoid Sample,,Pilot,Nonki Takahashi,57,FillTrapezoid,
TJD054,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\FAB1.sb,,FAB1,,,Nonki Takahashi,71,Init DrawGrid,
NQR123-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\FillParallelogram.sb,,Fill Parallelogram,,0,Nonki Takahashi,31,FillParallelogram,
NZT505,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\FillPolygon01.sb,,Fill Polygon,2014-03-12,0.1,,331,_PutPoint _GetPoint _DisplayFileEnter LineAbs2 _DoMove _DoLine PolygonAbs2 _Error _Interpret _DoPolygon _FillPolygon _LoadPolygon _PolyInsert _Include _UpdateXValues _XSort _Exchange _FillScan _FillIn,
NZT505-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\FillPolygon02.sb,,Fill Polygon,2014-03-19,0.2,,360,Init FillPolygons _PutPoint _GetPoint _DisplayFileEnter LineAbs2 _DoMove _DoLine PolygonAbs2 _Error _Interpret _DoPolygon _FillPolygon _LoadPolygon _PolyInsert _Include _UpdateXValues _XSort _Exchange _FillScan _FillIn,
TCC509,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\Frog01.sb,,Frog,,0.1,Nonki Takahashi,78,OnMouseMove Init Math_CartesianToPolar,
PXM577-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\HappyNewYear2017.sb,,Happy New Year 2017,,1.8,Nonki Takahashi,902,CountDown Init InitHen InitChick DrawBlock CalcColors CalcVertex DrawCuboid DrawVoxel Map2D ShowCountDown Color_HSLtoRGB Color_Blacken Color_Whiten Color_ColorToRGB Color_NameToColor Color_Value Color_ColortoGray Color_RGBtoHSL Color_GrayFromLightness Colors_Init Math_Hex2Dec,
NJB522-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\MeasureAll02.sb,,Measure All Character Widths in Pixels,2016-08-08,0.2,Nonki Takahashi,154,Init OnButtonClicked Main Format Measure,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\MeasureTextWidth04.sb,,Measure Text Width in Pixels,,0.4,Nonki Takahashi,113,Init OnButtonClicked Main Measure,
GFP445-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\MovingDots02.sb,,Moving Dots,,0.2,,64,MoveDot Mapping,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\Pentagon.sb,,set graphics window size,,,,25,RegularPolygon,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\Polygon.sb,,set graphics window size,,,,30,RegularPolygon,
QGV368,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\SBLogo.sb,,Small Basic Logo,,,Microsoft,202,DrawLogo AddSquare GetLine AddLine RegularPolygon Color_Add Color_RGBToValues Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\T-Shirts.sb,,T-Shirts,,,Nonki Takahashi,38,Init DrawTShirt,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\Tao.sb,,Tao,,,,25,,
GWD549-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Draw\ToyPoodle.sb,,Toy Poodle,,0.3,Nonki Takahashi,249,CalcAngles DrawCurly FillCurlyEllipse FillCurlyRectangle GetColors GetParam MoveEyes OnButtonClicked OnMouseMove Math_CartesianToPolar Math_Dec2Hex,
TLR955-5,C:\Users\Nonki\OneDrive\Documents\SmallBasic\DuckShoot\DuckShoot.smallbasic,,DuckShoot,2014-12-25,0.52b,Nonki Takahashi,443,Bang Ending GameInit GameLoop OnMouseDown OnMouseMove Opening SB_Workaround Shapes_Add Shapes_CalcWidthAndHeight Shapes_Draw Shapes_Init Shapes_Move Shapes_RotatePolyline Shapes_Remove,
XQD349,C:\Users\Nonki\OneDrive\Documents\SmallBasic\DuckShoot\ToPptVBA.smallbasic,,Convert Shapes To PowerPoint VBA,,0.1,Nonki Takahashi,337,Form OnButtonClicked ShowVBA Shapes_ToPptVBA Sighter_Init Duck_Init Color_ColorToARGB Colors_Init Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\CurrentDirectoryChecker.sb,,current directory checker,,,,23,,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\FileChallengeTest01.sb,,File Challenge Test,2015-05-06,0.1a,Nonki Takahashi,27,File_FileExist,
PMQ660-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\FileChallengeTest02.sb,,File Challenge Test,2015-05-18,0.21a,Nonki Takahashi,126,GetStamp Directory_Exists File_Exists Path_GetFileName Path_GetDirectoryName Test_Pass,
PMQ660-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\FileChallengeTest03.sb,,File Challenge Test,2015-05-25,0.3a,Nonki Takahashi,163,GetStamp Directory_Exists File_CheckResult File_Exists FileHelper_ShowError Path_GetFileName Path_GetDirectoryName Test_Pass,
PMQ660-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\FileExistTest04.sb,,File_Exist Unit Testing,2015-06-26,0.4b,Nonki Takahashi,138,GetStamp Directory_Exists File_CheckResult File_Exists FileHelper_ShowError Path_GetFileName Path_GetDirectoryName Test_Pass,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\FileIcon.sb,,,,,,41,LoadFromNetwork LoadFromFile,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\FileIcon02.sb,,File Icon Demo,2015-05-25,0.2,Nonki Takahashi,77,LoadFromNetwork LoadFromFile MoveSelection OnKeyDown,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\FileIcon03.sb,,File Icon Demo,2016-03-25,0.3,Nonki Takahashi,77,LoadFromNetwork LoadFromFile MoveSelection OnKeyDown,
JQK779,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\GetAbsPath.sb,,Get Absolute Path from Relative Path,,0.1b,Nonki Takahashi,73,GetAbsPath RemoveDots RemoveEntry,
JQK779-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\GetAbsPath02.sb,,Get Full Path from Relative Path,2015-05-18,0.2b,Nonki Takahashi,83,Path_GetFullPath _Path_RemoveDots _Path_RemoveEntry,
SVV671,C:\Users\Nonki\OneDrive\Documents\SmallBasic\File\Wildcard.sb,,Wildcard,2014-11-18,0.1,Nonki Takahashi,205,ParseKeyword DumpKwb IsMatch Level IsMatchNext GetTotalLength,
GPD053-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\cat.sb,,cat  - list file,2017-04-14,0.3,Nonki Takahashi,41,ReadLineFromBuf,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\Char.sb,,,,,,8,,
JTK469-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\CommentIn01.sb,,Comment In,2014-04-20,0.11,Nonki Takahashi,140,ReadLine TranslateLine WriteLine ParseArgs SkipSpace GetToken,
JTK469-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\CommentIn02.sb,,Comment In,2014-06-03,0.2,Nonki Takahashi,146,ReadLine TranslateLine WriteLine ParseArgs SkipSpace GetToken,
JTK469-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\CommentIn03.sb,,Comment In,2017-04-14,0.3,Nonki Takahashi,153,ReadLine TranslateLine WriteLine ParseArgs SkipSpace GetToken,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\count0.sb,,count - line counter,,,,32,Count,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\count01.sb,,count  - count lines of Unicode text file,2012-07-14,0.1,Nonki Takahashi,32,ReadLineFromBuf,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\Count02.sb,,Count  - Count number of lines,2012-08-11,0.2,19,204,Error File_Close File_Open File_ReadLine File_WriteLine Parse_Redirect Parse_CSV,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\count2.sb,,count - line counter,,,,33,Count,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\count3.sb,,count - line counter,,,,32,Count,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\count4.sb,,count - line counter,,0.4,Nonki Takahashi,33,Count,
XWT217,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\dump01.sb,,dump - hexadecimal dump for UTF-8 encoded text file,2014-03-07,0.1,Nonki Takahashi,296,DumpLines WriteHeader NextByte ReadLine WriteLine ParseArgs SkipSpace GetToken AddLeadingZero UTF8_Encode UTF8_Decode Math_Dec2Hex,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\Filter.sb,,Filter Sample,,,Nonki Takahashi,7,,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\head.sb,,head,,,,54,GetOption GetFilename ReadFile WriteHead,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\head02.sb,,'' head,,0.2,Nonki Takahashi,71,GetOption GetFilename ReadFile WriteHead,
VNB786,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\List01.sb,,List  - List files,2012-08-05,0.1,19,203,Error File_Close File_Open File_ReadLine File_WriteLine Parse_Redirect Parse_CSV,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\List012.sb,,List  - List files,2016-08-14,0.12,19,204,Error File_Close File_Open File_ReadLine File_WriteLine Parse_Redirect Parse_CSV,
VNB786-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\List02.sb,,List  - List files,2017-04-14,0.2,19,214,Error File_Close File_Open File_ReadLine File_WriteLine Parse_Redirect Parse_CSV,
LBX637,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\NotUsedSubroutines01.sb,,Not Used Subroutines,2014-08-29,0.1,Nonki Takahashi,241,GetSub GetCaller GetKeyword GetName ListNotUsedSubs LineToBuf ReadLine WriteLine ParseArgs SkipSpace GetToken,
LBX637-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\NotUsedSubroutines02.sb,,Not Used Subroutines,2015-02-19,0.2,Nonki Takahashi,315,GetSub GetHandler GetCaller GetKeyword GetName Help ListNotUsedSubs LineToBuf ReadLine WriteLine ParseArgs SkipSpace GetToken,
LBX637-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\NotUsedSubroutines03.sb,,Not Used Subroutines,2017-04-14,0.3,Nonki Takahashi,335,GetSub GetHandler GetCaller GetKeyword GetName Help ListNotUsedSubs LineToBuf ReadLine WriteLine ParseArgs SkipSpace GetToken,
WQN588,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\RemoveComments.sb,,Remove Comments,2014-12-20,(pilot),Nonki Takahashi,149,ReadLine TranslateLine SkipLeadingSpace WriteLine ParseArgs SkipSpace GetToken,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\tr01.sb,,tr - translate command,2014-02-18,0.1a,Nonki Takahashi,83,ParseArgs Dump SkipSpace GetToken,
XMG163-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\tr02.sb,,tr - translate command,2014-02-19,0.21,Nonki Takahashi,160,ReadLine TranslateLine WriteLine ExpandStr ParseArgs Dump SkipSpace GetToken,
XMG163-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\tr03.sb,,tr - translate command,2017-04-14,0.3,Nonki Takahashi,178,ReadLine TranslateLine WriteLine ExpandStr ParseArgs Dump SkipSpace GetToken,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Filter\wc01.sb,,WC  - Count words,2012-08-11,0.1,19,255,Error File_Close File_Open File_ReadLine File_WriteLine Parse_Redirect Parse_CSV Word_Count Word_GetDelim Word_GetWord,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flag\FlagofBrazil02.sb,,Flag of Brazil,,0.2,Nonki Takahashi,241,OnMouseDown Init DrawStars DrawStar DrawRotateTriangle DrawRoundText,
NCF628,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flag\FlagofBrazil021.sb,,Flag of Brazil,2016-08-08,0.21,Nonki Takahashi,194,Init DrawStars DrawStar DrawRotateTriangle DrawRoundText,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flag\FlagOfJapan.sb,,RNW591 - Flag of Japan,,,,12,,
HGS098,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flag\FlagOfMongolia.sb,,published as,,,,192,DrawMark DrawArc,
LSL357,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flag\Kazakhstan.sb,,Kazakhstan,,ported,,1132,FlipPolylinesAtBottom FlipPolylinesAtRight FlipPolylinesAtTop MovePolylines Init ShowCoordinate OnMouseMove AddCenter DrawGrid AddSun AddEagle AddPattern FillSplines DrawPolygon AddPolygon InitHead InitTail InitLeftWing InitRightWing InitSmallHeart InitLargeHeart InitRole _Error InitSample WaitClick OnMouseDown Pause Dump DumpB _PutPoint _GetPoint _DisplayFileEnter _DoMove _DoLine MoveAbs3 LineAbs3 _MakeCurve _NextSection _PutInSM CurveAbs3 SetBSpline StartBSpline EndBSpline InitPolygon FillPolygon LineAbs2 PolygonAbs2 _Interpret _DoPolygon _FillPolygon _LoadPolygon _PolyInsert _Include _UpdateXValues _XSort _Exchange _FillScan _FillIn,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flag\Kazakhstan0.sb,,,,,,1162,FlipPolylinesAtBottom FlipPolylinesAtRight FlipPolylinesAtTop MovePolylines Init ShowCoordinate OnMouseMove AddCenter DrawGrid AddSun AddEagle AddPattern FillSplines DrawPolygon AddPolygon InitHead InitTail InitLeftWing InitRightWing InitSmallHeart InitLargeHeart InitRole _Error InitSample WaitClick OnMouseDown Pause Dump DumpB _PutPoint _GetPoint _DisplayFileEnter _DoMove _DoLine MoveAbs3 LineAbs3 _MakeCurve _NextSection _PutInSM CurveAbs3 SetBSpline StartBSpline EndBSpline InitPolygon FillPolygon LineAbs2 PolygonAbs2 _Interpret _DoPolygon _FillPolygon _LoadPolygon _PolyInsert _Include _UpdateXValues _XSort _Exchange _FillScan _FillIn,
FCF037,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flag\OlympicFlag01.sb,,Olympic Flag,,,Nonki Takahashi,38,,
PWW374-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flickr\FlickrSample03.sb,,Flickr Sample,2016-04-03,0.3,Nonki Takahashi,51,OnMouseDown,
